Feature ID,PMT1 leaf control,PMT1 leaf topped,PMT1 root control,PMT1 root topped,PMT2 leaf control,PMT2 leaf topped,PMT2 root control,PMT2 root topped,PMT3 leaf control,PMT3 leaf topped,PMT3 root control,PMT3 root topped,TN90 leaf control,TN90 leaf topped,TN90 root control,TN90 root topped,Swissprot,,Solyc,,GO ontology (biological process)
NITAB051302.1,0.0657,0.0732,0.2813,0.3519,0.1602,0.2194,0.3981,0.6666,0.0354,0.0520,0.1174,0.2070,0.0600,0.6709,0.5591,1.8919,#N/A,#N/A,DNA mismatch repair protein mutL ,Solyc02g082615.1.1,#N/A
NITAB051646.1,0.1286,0.0197,2.1135,0.8819,0.0342,0.2382,1.0634,0.6554,0.2848,0.2348,2.1739,0.6466,0.4631,0.1310,2.5255,0.8348,#N/A,#N/A,Plastid-lipid associated protein PAP / fibrillin family protein ,Solyc06g063300.3.1,#N/A
NITAB051690.1,0.8893,0.3673,2.0131,1.7940,0.1327,0.4754,0.9653,1.6183,1.3252,0.5839,1.4966,2.6284,0.3038,0.0000,2.6446,2.3700,Dehydrin DHN2,sp|P12952|DHN2_HORVU,#N/A,#N/A,response to water [GO:0009415]
NITAB051711.1,983.7482,2125.4339,14688.5333,7815.9231,724.9271,548.5775,3105.5816,3466.6998,891.1812,1121.7453,10039.4408,3282.8907,864.5633,875.5467,3219.2603,11822.4836,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB051757.1,0.0186,0.0106,4.5535,8.3495,0.0370,0.0063,5.1829,7.1343,0.0221,0.0108,3.7235,4.4643,0.0154,0.0287,3.0509,5.6512,NDR1/HIN1-like protein 13,sp|Q9ZVD2|NHL13_ARATH,Late embryogenesis abundant ,Solyc11g069970.1.1,defense response to bacterium [GO:0042742]
NITAB051940.1,0.8805,0.6784,4.7906,3.9774,0.9199,0.7920,3.9736,2.8595,1.1452,0.9635,4.0978,3.3514,1.3692,0.6127,5.2129,3.9875,#N/A,#N/A,Mediator of RNA polymerase II transcription subunit 23 ,Solyc04g016420.3.1,#N/A
NITAB051994.1,20.6784,18.0142,48.9445,50.7738,24.3239,24.1991,64.6366,63.5818,17.8080,16.8707,32.2865,45.5013,16.5894,25.7782,40.9462,70.0707,Acyl-CoA-binding protein,sp|O04066|ACBP_RICCO,Acyl-CoA-binding protein ,Solyc08g075690.3.1,0
NITAB052061.1,2770.9681,1803.9454,6352.8334,4528.1830,1524.2818,1463.4557,3463.8076,4326.1983,2332.2072,3201.1462,9023.2872,6521.6854,2218.3364,2265.5409,6652.3605,3009.8911,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB052065.1,0.0000,0.0000,0.9932,2.1784,0.0000,0.0150,3.0761,2.0750,0.0000,0.0000,2.2317,4.8048,0.0164,0.0545,1.3968,2.9742,#N/A,#N/A,hydroxyproline-rich glycoprotein family protein ,Solyc04g014280.1.1,#N/A
NITAB052067.1,0.0068,0.0396,9.5230,11.7012,0.0603,0.0320,16.6079,11.7311,0.0443,0.0892,14.4211,29.5095,0.0339,0.0598,10.6676,18.8308,#N/A,#N/A,Leguminosin group485 secreted peptide ,Solyc04g014320.1.1,#N/A
NITAB052071.1,0.0000,0.0622,7.1058,9.4719,0.0675,0.0348,13.2634,9.0892,0.0339,0.0217,9.7553,18.1287,0.0301,0.0271,7.6283,14.7742,#N/A,#N/A,Leguminosin group485 secreted peptide ,Solyc04g014320.1.1,#N/A
NITAB052072.1,0.0061,0.0703,8.7768,10.4626,0.1178,0.0523,15.1157,9.9941,0.0115,0.1222,15.2027,26.0830,0.0533,0.0407,11.4570,20.1982,#N/A,#N/A,Leguminosin group485 secreted peptide ,Solyc01g068510.1.1,#N/A
NITAB052137.1,0.1700,0.2468,2.0480,3.1688,0.1782,0.2528,4.1107,4.5804,0.2579,0.4203,1.2636,2.0614,0.3569,0.1953,1.3306,3.4718,#N/A,#N/A,Ribonucleoside-diphosphate reductase ,Solyc04g012060.3.1,#N/A
NITAB052160.1,0.3616,0.4571,2.0829,1.3372,0.2653,0.5221,1.2342,1.2896,0.5499,0.4190,1.4923,1.0283,0.3693,0.4847,3.4241,1.7629,Anthocyanin 5-aromatic acyltransferase,sp|Q9ZWR8|ANTA_GENTR,Anthocyanin 5-aromatic acyltransferase ,Solyc10g008680.2.1,0
NITAB052184.1,0.4548,0.5804,8.1099,12.6204,0.7735,0.6830,15.1234,17.8207,0.2780,0.2834,3.7931,8.0118,0.3124,0.5686,4.3728,14.8531,Histone H3.2,sp|Q76MV0|H32_TOBAC,Histone H3 ,Solyc10g008910.1.1,0
NITAB052186.1,3.8497,2.6652,68.2537,42.9965,4.5125,3.6926,44.3182,31.1217,8.1573,4.7795,67.4221,54.1710,7.0012,2.1738,81.5016,57.5628,Calcium-dependent protein kinase 33,sp|Q9C6P3|CDPKX_ARATH,phosphoenolpyruvate carboxylase kinase,Solyc04g009900.3.1,abscisic acid-activated signaling pathway [GO:0009738]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]
NITAB052240.1,0.6392,5.6715,1.3360,4.7211,0.5217,3.2978,0.7051,5.1160,0.4137,9.6471,1.0263,4.2411,1.0329,6.1200,1.4896,3.2790,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB052241.1,0.6580,6.5298,1.8044,5.7594,0.4032,3.7254,1.6138,7.7254,0.5204,10.4110,1.6796,6.2744,1.2040,7.2966,1.3279,5.4521,Proteinase inhibitor type-2 TR8,sp|Q43710|IP22_SOLLC,TOMARPIX  proteinase inhibitor,Solyc11g021060.2.1,0
NITAB052242.1,0.6114,2.8700,0.7700,1.6133,0.2778,2.1458,0.6101,2.7864,0.3437,3.5530,0.4728,2.3488,0.3180,3.3990,1.0928,1.3891,#N/A,#N/A,Proteinase inhibitor II ,Solyc11g020990.2.1,#N/A
NITAB052243.1,6.6970,71.5115,18.1762,114.0345,3.7625,31.4734,19.7026,94.0596,6.9982,62.6186,14.5068,43.4472,24.0945,60.3173,31.6664,80.0336,Protein Ycf2,sp|A6H5M5|YCF2_CYCTA,#N/A,#N/A,0
NITAB052245.1,63.3379,174.4511,82.6770,174.2221,43.3244,119.1666,68.2599,160.7141,64.5545,216.9801,71.2357,153.2761,124.1491,164.5655,100.8891,166.7745,Wound-induced proteinase inhibitor 2,sp|O49146|IP22_CAPAN,Proteinase inhibitor II ,Solyc11g020990.2.1,0
NITAB052292.1,3.6289,4.6366,9.5338,20.1793,2.6377,6.8797,8.9363,18.8922,2.9900,10.4362,5.1403,13.1471,4.7402,4.7091,8.5348,19.0594,Protein TIFY 10b,sp|A2YNP2|TI10B_ORYSI,Jasmonate-zim-domain protein ,Solyc07g042170.3.1,0
NITAB052409.1,0.0334,0.0273,7.2500,12.7318,0.0592,0.0327,8.6972,9.1774,0.0144,0.0287,6.9794,5.5713,0.0542,0.0224,4.5761,8.0456,Cytochrome b561 and DOMON domain-containing protein At3g61750,sp|Q9M363|B561I_ARATH,Cytochrome b561/ferric reductase transmembrane with DOMON related domain-containing protein ,Solyc10g009480.3.1,oxidation-reduction process [GO:0055114]
NITAB052514.1,0.1076,0.5242,2.2916,5.5733,0.0737,0.4126,2.4843,13.1267,0.0906,0.3961,1.6694,4.7626,0.0598,0.5852,2.7030,3.6482,"Polyphenol oxidase F, chloroplastic",sp|Q08296|PPOF_SOLLC,polyphenol oxidase precursor,Solyc08g074630.2.1,pigment biosynthetic process [GO:0046148]
NITAB052846.1,0.0155,0.0090,2.7019,3.7596,0.1005,0.0876,6.1319,5.5251,0.0319,0.0258,1.1984,2.2006,0.0163,0.1021,1.8363,4.5482,Probable histidine kinase 1,sp|A2YFR6|OHK1_ORYSI,Histidine kinase ,Solyc04g008110.3.1,cytokinin-activated signaling pathway [GO:0009736]
NITAB052850.1,0.0206,0.0070,2.6530,3.6801,0.0110,0.0101,1.1358,1.7335,0.0023,0.0385,1.0494,2.3090,0.0089,0.0225,1.7596,4.1798,E3 ubiquitin-protein ligase PUB22,sp|Q9SVC6|PUB22_ARATH,U-box domain-containing protein ,Solyc04g008100.2.1,defense response [GO:0006952]; protein autoubiquitination [GO:0051865]; protein ubiquitination [GO:0016567]; response to chitin [GO:0010200]; response to water deprivation [GO:0009414]
NITAB052884.1,0.3140,0.1838,2.8243,4.9184,0.3481,0.4570,4.5920,6.2851,0.1487,0.4375,1.6645,2.7603,0.2267,0.8275,2.0430,4.7961,Monocopper oxidase-like protein SKS2,sp|Q9FHN6|SKS2_ARATH,Monocopper oxidase-like protein SKU5 ,Solyc08g079090.3.1,0
NITAB052921.1,21.0492,11.3167,74.3808,50.8251,11.7918,15.3545,50.5430,44.4669,24.3181,35.3036,69.2816,52.5012,35.5643,8.9860,75.7109,49.8666,Probable phospholipid hydroperoxide glutathione peroxidase,sp|Q9FXS3|GPX4_TOBAC,glutathione peroxidase  like encoding 1,Solyc08g080940.3.1,response to oxidative stress [GO:0006979]
NITAB052940.1,1.9743,1.1881,7.5432,13.9241,1.2419,1.4134,12.5382,16.7438,1.2633,2.1815,6.4491,8.7777,2.7921,1.1282,6.2149,15.9843,Luminal-binding protein 5,sp|Q03685|BIP5_TOBAC,Heat shock protein 70 ,Solyc03g082920.3.1,0
NITAB052963.1,0.4837,2.2307,0.1260,3.9740,1.2889,0.5478,2.1133,2.1763,1.6106,1.1718,0.0000,0.8534,1.2782,1.5745,0.6195,1.9487,Peroxisomal (S)-2-hydroxy-acid oxidase GLO1,sp|B8AKX6|GLO1_ORYSI,glycolate oxidase,Solyc10g007600.3.1,modulation by virus of host morphology or physiology [GO:0019048]; oxidative photosynthetic carbon pathway [GO:0009854]; photorespiration [GO:0009853]; regulation of photosynthesis [GO:0010109]
NITAB053070.1,0.1365,0.1685,0.8297,2.6845,0.1553,0.1838,2.0716,3.4477,0.2033,0.2559,0.4393,1.4337,0.1196,0.1628,0.4996,2.2301,Peroxidase 16,sp|Q96518|PER16_ARATH,Peroxidase ,Solyc08g069040.3.1,hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]
NITAB053086.1,2.8995,1.9404,3.6791,1.9685,2.3673,2.6023,2.6019,2.0388,2.4562,4.2957,3.1755,2.4164,2.6102,2.0675,3.9962,2.5716,"Ubiquinol oxidase 1, mitochondrial",sp|Q41224|AOX1_TOBAC,alternative oxidase 1au,Solyc08g075540.4.1,0
NITAB053106.1,0.2714,0.2109,0.1413,0.2639,0.9459,0.8035,1.4696,1.5808,0.5958,0.5644,0.5133,0.4978,0.6331,0.8367,1.1339,1.8330,SPX domain-containing protein 3,sp|Q5PP62|SPX3_ARATH,Translation initiation factor 2 ,Solyc08g081900.3.1,cellular response to phosphate starvation [GO:0016036]; positive regulation of cellular response to phosphate starvation [GO:0080040]
NITAB053224.1,37.0891,6.1978,28.2785,14.5823,21.5520,28.5242,28.4005,33.1074,13.5341,41.0204,32.9443,24.3778,43.6022,17.4612,27.5015,30.2515,Multiprotein-bridging factor 1b,sp|Q9LXT3|MBF1B_ARATH,"Multiprotein-bridging factor, putative ",Solyc01g104740.3.1,"positive regulation of transcription, DNA-templated [GO:0045893]"
NITAB053231.1,260.1410,157.5334,732.5255,534.3013,116.3318,134.4940,426.9189,540.0909,233.3465,293.8595,911.8600,812.1299,192.8807,274.9582,962.7619,341.6995,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB053232.1,13.9772,7.9809,26.5789,20.7604,7.5616,7.6607,22.2159,23.2284,11.3399,16.2739,43.0303,45.1700,7.6358,18.5941,40.0192,13.9030,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB053264.1,0.0577,0.0473,5.4988,30.5468,0.0898,0.1532,11.5691,50.4727,0.0241,0.1232,2.8721,18.0528,0.0742,0.3502,5.5250,28.2279,#N/A,#N/A,"Pentatricopeptide repeat-containing protein, putative ",Solyc03g118280.1.1,#N/A
NITAB053331.1,0.4235,0.5888,3.3899,6.5267,0.4183,0.4815,5.5553,7.0266,0.4758,0.2866,2.0644,3.3404,0.2690,0.5357,2.3299,5.2450,#N/A,#N/A,"50S ribosomal protein L22, chloroplastic ",Solyc08g076170.1.1,#N/A
NITAB053364.1,0.0065,0.0186,3.2149,7.0450,0.0156,0.0057,3.4247,3.4530,0.0233,0.0149,3.0265,3.1132,0.0000,0.0000,1.7690,2.6447,DUF724 domain-containing protein 6,sp|O22897|DUF6_ARATH,Agenet-like domain-containing protein ,Solyc06g072197.1.1,regulation of growth [GO:0040008]
NITAB053401.1,0.2971,0.4424,6.9447,12.4952,0.4203,0.3874,9.0195,10.1750,0.2481,0.2641,7.2512,6.2860,0.1410,0.5835,4.7890,8.0469,Uncharacterized GPI-anchored protein At5g19230,sp|Q8GUL8|UGPI1_ARATH,Ferredoxin-like protein ,Solyc07g063733.1.1,0
NITAB053434.1,0.1845,1.2187,7.2290,4.2745,0.3983,0.0554,1.7696,2.0004,0.3183,0.1287,19.8775,0.9540,0.2135,0.1210,0.5761,5.0830,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB053605.1,0.1062,0.0787,25.1536,63.8616,0.2111,0.0474,46.8150,82.8781,0.0733,0.1300,13.6818,42.7452,0.1029,0.0962,18.6656,67.3114,"Polyphenol oxidase F, chloroplastic",sp|Q08296|PPOF_SOLLC,polyphenol oxidase precursor,Solyc08g074630.2.1,pigment biosynthetic process [GO:0046148]
NITAB053654.1,0.0289,0.0532,11.7746,26.8410,0.0429,0.0136,12.9626,16.6289,0.0637,0.0329,10.6111,12.1247,0.0368,0.0453,7.0893,11.9321,#N/A,#N/A,TPX2 ,Solyc04g014550.3.1,#N/A
NITAB053665.1,0.0144,0.0300,1.3596,9.0131,0.0213,0.0119,3.7580,14.8639,0.0396,0.0056,0.5741,4.8315,0.0000,0.0165,1.0548,9.1690,Cytochrome P450 71D7,sp|P93531|C71D7_SOLCH,Cytochrome P450 ,Solyc08g074260.3.1,0
NITAB053736.1,0.0053,0.0050,2.9508,9.4250,0.0815,0.0028,5.4017,4.4374,0.0045,0.0060,2.7601,4.2705,0.0114,0.0239,2.9596,3.9587,Expansin-like B1,sp|O23547|EXLB1_ARATH,Expansin-like protein ,Solyc08g077910.3.1,sexual reproduction [GO:0019953]
NITAB053757.1,65.6991,11.7079,45.6219,17.6846,39.5840,42.4597,27.5791,29.3209,38.0043,85.1016,61.1438,20.9937,115.4184,20.5052,66.4990,32.5050,17.9 kDa class II heat shock protein,sp|P05477|HSP21_SOYBN,"Heat-shock protein, putative ",Solyc08g062340.3.1,protein complex oligomerization [GO:0051259]; protein folding [GO:0006457]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to reactive oxygen species [GO:0000302]; response to salt stress [GO:0009651]
NITAB053759.1,47.5421,4.6182,25.1621,8.1034,24.2731,35.1601,21.8594,18.3002,23.3313,63.6315,36.1501,17.1844,75.1095,14.9023,32.3916,20.5402,17.9 kDa class II heat shock protein,sp|P05477|HSP21_SOYBN,"Heat-shock protein, putative ",Solyc08g062340.3.1,protein complex oligomerization [GO:0051259]; protein folding [GO:0006457]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to reactive oxygen species [GO:0000302]; response to salt stress [GO:0009651]
NITAB053761.1,77.3180,12.6218,42.4855,18.5907,46.5792,47.5882,30.0482,30.3610,54.3132,105.7500,55.4769,28.1376,142.9985,18.0758,58.8991,38.0874,17.9 kDa class II heat shock protein,sp|P05477|HSP21_SOYBN,"Heat-shock protein, putative ",Solyc08g062340.3.1,protein complex oligomerization [GO:0051259]; protein folding [GO:0006457]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to reactive oxygen species [GO:0000302]; response to salt stress [GO:0009651]
NITAB053762.1,0.0197,0.0045,2.4785,5.2260,0.0263,0.0073,2.6253,3.8725,0.0024,0.0077,2.1265,2.6311,0.0144,0.0000,1.5574,3.1209,#N/A,#N/A,Myosin-H heavy chain ,Solyc04g054180.3.1,#N/A
NITAB053856.1,0.0421,0.0260,3.1898,5.1914,0.1519,0.0391,7.4720,8.9043,0.0279,0.0056,1.1627,3.1372,0.0871,0.0771,2.0938,7.3033,Probable protein phosphatase 2C 61,sp|O82637|P2C61_ARATH,Phosphatase 2C family protein ,Solyc08g065670.3.1,0
NITAB053893.1,0.6171,0.5919,197.6897,183.4031,1.2041,0.5400,189.4442,257.6365,0.3855,0.5079,164.7519,116.0580,0.5636,0.9625,199.3272,251.0287,Non-specific lipid-transfer protein 2,sp|O24038|NLTP2_SOLPN,Non-specific lipid-transfer protein ,Solyc08g067500.1.1,lipid transport [GO:0006869]
NITAB053956.1,0.0328,0.0175,3.0403,4.7074,0.0157,0.0024,5.7800,5.3876,0.0070,0.0186,2.0127,2.4156,0.0223,0.0216,1.9842,5.1545,"Glucan endo-1,3-beta-glucosidase 13",sp|Q9FJU9|E1313_ARATH,"Glucan endo-1,3-beta-glucosidase, putative ",Solyc12g040860.2.1,carbohydrate metabolic process [GO:0005975]; cell wall organization [GO:0071555]; defense response [GO:0006952]
NITAB053995.1,33.9190,45.3744,8.8745,19.9010,42.3445,53.7159,12.3387,25.8890,37.8332,45.9885,5.6726,21.2829,38.5026,50.9670,9.1840,24.1048,Bark storage protein A,sp|Q07469|BSPA_POPDE,Bark storage protein A ,Solyc08g066880.3.1,nucleoside metabolic process [GO:0009116]
NITAB054058.1,0.0100,0.0088,3.3384,5.7007,0.0147,0.0080,4.6215,5.4314,0.0231,0.0270,2.6798,2.3584,0.0064,0.0156,2.0490,4.8027,"Probable 9-cis-epoxycarotenoid dioxygenase NCED5, chloroplastic",sp|Q9C6Z1|NCED5_ARATH,Carotenoid Cleavage Dioxygenase 8,Solyc08g066650.3.1,abscisic acid biosynthetic process [GO:0009688]; carotene catabolic process [GO:0016121]; response to water deprivation [GO:0009414]; seed dormancy process [GO:0010162]
NITAB054183.1,0.0000,0.0170,1.5603,7.4126,0.0054,0.0063,2.1643,8.1386,0.0130,0.0104,1.3433,6.1635,0.0086,0.0215,1.3769,4.2238,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB054184.1,0.0091,0.0028,1.5359,7.8116,0.0263,0.0226,2.2045,7.5030,0.0061,0.0000,1.1256,6.1473,0.0086,0.0144,1.2957,4.2854,Histidine decarboxylase,sp|P54772|DCHS_SOLLC,Histidine decarboxylase ,Solyc08g066250.3.1,carboxylic acid metabolic process [GO:0019752]
NITAB054185.1,0.0059,0.0145,3.5082,12.9072,0.0000,0.0197,3.6790,13.5477,0.0029,0.0182,2.3241,11.2229,0.0068,0.0188,1.8167,6.3876,#N/A,#N/A,Histidine decarboxylase ,Solyc08g066245.1.1,#N/A
NITAB054194.1,0.0030,0.0000,4.1643,15.0035,0.0044,0.0093,4.0695,14.2164,0.0036,0.0246,1.8850,12.5253,0.0000,0.0802,2.3895,7.3192,Protein SIEVE ELEMENT OCCLUSION C,sp|Q9FXE2|SEOC_ARATH,Mitochondrial substrate carrier family protein ,Solyc08g062860.3.1,phloem development [GO:0010088]
NITAB054211.1,0.0038,0.0474,0.8357,3.6610,0.0060,0.0280,0.9199,3.7117,0.0222,0.0158,0.4636,2.7824,0.0000,0.0329,0.6785,1.8755,Histidine decarboxylase,sp|P54772|DCHS_SOLLC,Histidine decarboxylase ,Solyc08g066220.3.1,carboxylic acid metabolic process [GO:0019752]
NITAB054278.1,62.7687,10.1661,21.3433,11.3445,25.6556,40.6406,20.3535,18.2117,42.9590,82.4061,31.0187,17.8468,128.3441,14.0820,32.7352,21.6645,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB054368.1,0.0071,0.0138,3.1563,5.7956,0.0209,0.0045,7.0577,7.1337,0.0097,0.0281,1.8967,2.6165,0.0122,0.0146,2.5914,6.0884,Probable polygalacturonase At3g15720,sp|Q9LW07|PGLR3_ARATH,polygalacturonase AF118567,Solyc08g060970.3.1,carbohydrate metabolic process [GO:0005975]; cell wall organization [GO:0071555]
NITAB054391.1,0.6097,0.2282,13.7259,20.5237,0.2738,0.7340,15.9332,17.5448,0.3359,1.2258,12.0281,11.8613,0.6464,0.2233,8.5843,13.8073,Caffeoyl-CoA O-methyltransferase 2,sp|O24149|CAMT2_TOBAC,caffeoyl-CoA O-methyltransferase,Solyc02g093270.3.1,lignin biosynthetic process [GO:0009809]
NITAB054447.1,0.0116,0.0115,2.8963,5.4782,0.0144,0.0175,7.2318,6.0487,0.0392,0.0200,2.1983,2.8444,0.0121,0.0096,2.5048,4.6695,Probable L-gulonolactone oxidase 6,sp|O81032|GGLO6_ARATH,L-gulonolactone oxidase ,Solyc09g005180.3.1,L-ascorbic acid biosynthetic process [GO:0019853]
NITAB054639.1,5.1893,4.2241,0.4575,1.0903,8.4822,6.9246,1.1263,3.2361,2.8772,5.1583,0.2603,0.8889,2.8136,8.7903,0.3625,1.6561,#N/A,#N/A,mediator of RNA polymerase II transcription subunit ,Solyc10g079810.1.1,#N/A
NITAB054693.1,19.0842,6.0268,48.4557,27.7602,9.4425,10.2560,45.2742,39.6653,16.7836,24.2245,65.8980,32.9928,49.9762,5.8849,82.3638,50.5435,Heat shock cognate 70 kDa protein,sp|P09189|HSP7C_PETHY,ethylene-responsive heat shock protein cognate 70,Solyc04g011440.4.1,0
NITAB054890.1,1554.7718,1023.6654,3747.7069,2401.6044,836.1792,849.6018,2240.7965,2808.0269,1250.4382,1703.8149,6674.8782,3828.8031,1119.3039,1456.5142,4899.4867,1301.4589,Phenylalanine ammonia-lyase,sp|P14166|PAL1_IPOBA,Class II aaRS and biotin synthetases superfamily protein ,Solyc06g024245.1.1,cinnamic acid biosynthetic process [GO:0009800]; L-phenylalanine catabolic process [GO:0006559]
NITAB054944.1,2.2529,1.1641,2.7284,2.5168,3.1684,2.2771,3.6274,1.8982,1.9927,2.9292,2.6971,2.5911,3.2936,2.2918,4.2730,3.7757,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB054978.1,0.1080,0.1002,5.1469,15.4369,0.1718,0.0846,7.6788,9.7159,0.0501,0.0640,4.5245,7.3812,0.1016,0.0870,3.4344,5.7072,Disease resistance response protein 206,sp|P13240|DR206_PEA,Dirigent protein ,Solyc08g081790.2.1,defense response [GO:0006952]; response to biotic stimulus [GO:0009607]
NITAB054991.1,2.7296,2.3921,5.6158,9.6553,2.8726,3.6796,3.5512,6.0307,3.0823,2.0675,3.6067,7.8754,2.6109,3.2042,4.0269,10.6754,#N/A,#N/A,Avr9/Cf-9 rapidly elicited protein ,Solyc08g082090.1.1,#N/A
NITAB055117.1,0.0060,0.0277,0.6565,1.6123,0.0118,0.0191,1.2266,2.9500,0.0065,0.0000,0.1965,0.7069,0.0036,0.0222,0.3864,2.7388,Endoglucanase 1,sp|P05522|GUN1_PERAE,"endo-1,4-beta-glucanase ",Solyc08g083210.3.1,cellulose catabolic process [GO:0030245]; fruit ripening [GO:0009835]
NITAB055164.1,0.4980,0.0831,2.2378,0.6574,0.4953,0.2790,1.0156,0.5433,1.4093,1.2566,1.9807,1.6770,2.9914,0.0569,3.3087,1.9780,#N/A,#N/A,Low-temperature-induced 65 kDa-like protein ,Solyc03g025810.3.1,#N/A
NITAB055175.1,0.0083,0.0206,4.4868,7.9824,0.0448,0.0234,4.7118,5.7231,0.0078,0.0334,3.7999,4.2702,0.0285,0.0230,2.5073,4.6400,#N/A,#N/A,LETHM1,Solyc08g081500.2.1,#N/A
NITAB055216.1,0.0051,0.0130,2.3731,5.0679,0.0393,0.0066,3.6532,4.4173,0.0048,0.0000,1.9768,2.5741,0.0018,0.0296,1.3577,3.6156,NAC domain-containing protein 12,sp|Q9LPI7|NAC12_ARATH,"NAC domain-containing protein, putative ",Solyc08g008660.3.1,"fruit dehiscence [GO:0010047]; plant-type secondary cell wall biogenesis [GO:0009834]; positive regulation of transcription, DNA-templated [GO:0045893]"
NITAB055255.1,2.7426,3.1042,2.1691,3.3820,3.4442,2.7248,4.3611,5.2578,1.9836,1.1285,1.0832,2.9424,2.0987,3.6199,1.5723,5.0273,Cytochrome P450 CYP749A22,sp|H2DH17|C7A22_PANGI,SlCytochrome P450,Solyc05g011940.3.1,0
NITAB055256.1,0.1771,0.1295,2.9956,1.8369,0.1489,0.0415,4.3404,5.3857,0.0950,0.0275,0.5842,1.9575,0.0839,0.1045,0.7800,4.8455,Cytochrome P450 CYP749A22,sp|H2DH17|C7A22_PANGI,Cytochrome P450 ,Solyc05g011970.3.1,0
NITAB055311.1,0.5884,0.6325,1.0255,2.6927,0.8286,0.5733,2.0945,2.6945,0.5359,0.2057,0.5712,0.9905,0.2296,0.0546,1.2342,5.2469,Protein NEGATIVE REGULATOR OF RESISTANCE,sp|Q5ZEF1|NRR_ORYSJ,zinc knuckle ,Solyc04g007140.1.1,defense response to bacterium [GO:0042742]; regulation of systemic acquired resistance [GO:0010112]
NITAB055319.1,8.7635,2.2538,9.8047,6.4471,5.3058,7.3108,8.0055,8.5899,6.6074,7.5491,8.2322,10.7157,7.9004,2.5740,8.3160,6.3026,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB055432.1,5.9520,5.5248,6.4953,6.8733,4.0170,6.9914,3.0979,5.4000,9.4320,7.4503,4.8834,4.9902,6.6007,2.9404,7.1246,5.2305,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB055534.1,1.7706,2.8454,8.2447,19.8186,3.1483,3.1744,25.5537,22.2588,1.6225,1.6489,4.9090,9.4695,1.1918,2.9326,4.9825,19.0266,Expansin-A10,sp|Q9LDR9|EXP10_ARATH,expansin12,Solyc05g007830.3.1,plant-type cell wall organization [GO:0009664]
NITAB055646.1,0.0937,0.0936,2.5966,6.2431,0.1446,0.0418,4.8543,5.3217,0.0552,0.0683,1.6012,3.2382,0.0664,0.1373,1.6349,6.4724,#N/A,#N/A,"Adenine nucleotide alpha hydrolases-like superfamily protein, putative ",Solyc05g012000.3.1,#N/A
NITAB055675.1,1.0053,0.9577,2.2463,2.0068,0.6930,0.7601,1.4440,3.0093,0.5886,0.5551,1.4835,2.9851,1.0443,0.9425,2.8160,4.3344,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB055701.1,6.3142,4.1834,7.6858,6.0537,3.5647,7.1793,4.7564,4.8624,9.2071,9.9677,6.9631,6.0010,9.8898,1.2386,8.2123,6.0861,Putative Delta(7)-sterol-C5(6)-desaturase 2,sp|Q9M883|SC5D2_ARATH,sphingoid base hydroxylase 2 ,Solyc05g007460.3.1,sterol biosynthetic process [GO:0016126]
NITAB055710.1,0.2507,0.2647,1.5774,2.6319,0.4587,0.4272,2.7363,4.5078,0.0857,0.1693,0.6917,1.8296,0.1468,0.6208,0.9763,3.1344,Homeobox-leucine zipper protein ATHB-5,sp|P46667|ATHB5_ARATH,jasmonic acid 1,Solyc05g007180.3.1,"abscisic acid-activated signaling pathway [GO:0009738]; positive regulation of transcription, DNA-templated [GO:0045893]; response to abscisic acid [GO:0009737]"
NITAB055782.1,1.5216,1.0881,4.9491,2.4708,1.7146,2.3757,5.3806,4.4379,0.3288,0.6542,2.3101,1.6220,0.4909,7.0598,3.0251,6.6738,Thioredoxin H7,sp|Q9XIF4|TRXH7_ARATH,Thioredoxin family protein ,Solyc05g006860.3.1,cell redox homeostasis [GO:0045454]; glycerol ether metabolic process [GO:0006662]
NITAB055785.1,4.6623,3.9610,11.6790,11.7597,7.2064,8.7430,17.5324,21.9811,1.5287,2.6544,4.1673,6.9748,1.5531,14.7088,8.7756,23.0004,Thioredoxin H7,sp|Q9XIF4|TRXH7_ARATH,Thioredoxin family protein ,Solyc05g006830.3.1,cell redox homeostasis [GO:0045454]; glycerol ether metabolic process [GO:0006662]
